2	21009323
8	22094715
6	161117218
9	6166653
1	114089358
6	33065245
4	3503721
1	169542517
2	40114465
2	48962782
11	27658369
2	237574521
7	36513048
3	158670991
1	19682387
5	97036461
4	74097332
5	81330127
5	179837731
4	55904923
2	233207093
3	58319306
3	12582571
1	207473117
8	26657942
6	39357302
5	132660272
5	14648580
5	107490712
5	60495158
5	94899801
5	1362678
5	59279497
5	50934017
5	11218376
3	10484754
4	113287277
5	56530077
5	15044733
7	32025652
5	135996882
5	149913497
5	97105687
5	147237842
5	135036995
5	54031741
5	131477684
5	16760861
5	135880423
5	14169600
5	94968619
5	80764197
5	171639109
5	112983231
5	95748427
3	29532058
5	54304613
5	1499060
5	82938978
5	53346226
7	7975326
7	117238260
5	132101203
7	112092501
7	96089267
5	129068533
5	5790815
5	179941681
5	58322078
5	9715812
1	54833466
7	28577012
5	107435508
5	34890623
5	81131821
5	76731998
5	142434380
5	152061834
5	36088801
5	115924618
7	132487600
5	32087147
5	56476000
5	83514895
5	97167819
5	3064036
6	143485414
5	56195353
3	7797790
6	167041651
5	16522016
5	112480024
5	35006980
5	179293967
1	29675805
6	131995421
8	28786205
4	77600371
11	61829740
7	29870611
7	28280415
5	123997680
3	60559869
4	19085897
5	98567454
5	133550050
4	108375761
4	102184528
6	118312970
4	165753360
1	32971441
1	115181074
6	115893079
6	142748178
6	142879410
5	8670107
6	6722259
6	10013403
6	138285115
6	138375261
6	13733333
6	32193589
1	10767078
7	130850718
2	229391870
6	33574761
5	162109922
1	75567219
7	117621239
2	56263545
1	63537185
4	54549005
6	108145820
1	37078622
2	33010257
6	165407862
1	18284522
6	142172653
4	102686478
7	144711340
2	203876143
6	155420979
4	103735913
1	184959033
1	93590722
6	36824230
3	156726594
1	229296169
1	201752974
6	75138465
1	228783455
5	134080567
5	88799968
5	52979273
5	143606706
5	141139584
5	165817675
5	119333399
5	76790772
5	133393236
5	62731246
5	65890171
5	115715793
5	78765317
5	129279358
5	31732585
5	123271329
5	83001543
5	66838883
5	143177028
5	79804894
7	89994532
6	30044157
5	139569777
1	44892855
5	175433696
1	182551477
5	65015715
5	33405491
2	65263525
7	24052659
8	131456805
7	137915944
5	6829269
9	34895601
8	93248759
5	100746651
8	93111042
3	9892921
8	93048111
2	34879322
2	199919515
4	58636522
8	127277346
5	114648545
7	122257055
3	36210223
1	165470957
5	74043289
5	74107390
7	130731566
1	235557598
3	73829516
3	86459605
5	36816559
6	89896612
7	135275623
6	159185841
3	141642812
4	111083433
1	34205754
8	64390557
1	224654549
4	117042982
4	118727244
5	163305015
1	54580862
4	52964590
5	88919777
5	111319709
8	141177940
4	122865924
8	54211515
5	18319167
5	170400752
7	4437393
1	242166512
1	82548691
6	107433159
2	114769331
1	213444395
7	78650433
7	137275420
6	44228841
9	9102409
1	111121721
2	107787596
5	134409707
4	186636739
2	150129251
5	125550278
6	48064412
8	55873126
1	109897014
2	178207454
3	120113774
3	161395079
3	37142982
5	114420100
7	128742457
5	13981859
4	85429530
3	158916900
1	213990332
3	8982333
1	229231368
4	120874801
2	44717738
3	2951682
3	102955104
2	8551029
4	178762249
5	63306627
1	162330033
5	166695408
4	132213398
4	59968040
3	140510603
2	52681489
1	112497655
8	16141530
6	113895782
8	28583814
6	111227610
2	143167948
2	60571986
3	13286447
2	60253838
4	161959935
5	173781605
3	13029299
4	3194302
8	69958621
5	107377917
2	38612181
7	4906544
6	2864061
5	68012705
5	95239623
1	112083615
5	9390105
1	242235101
3	55234364
9	6455048
5	111549300
9	4824003
3	120854448
8	23838390
5	163867023
2	189972
1	32713555
2	113129630
4	74016251
3	21448653
8	37269625
8	24287085
2	32270326
9	9016071
1	25077292
8	80540098
2	7010199
6	28534773
1	158715246
1	119652419
5	179232690
3	6779617
5	128331921
5	124399548
6	10460327
8	9954952
2	238446813
8	60046332
9	15349936
6	2058876
8	16856482
3	170722216
7	54490704
1	76633044
1	170175958
1	33756209
5	31452827
6	10364792
6	10745994
1	110189511
1	109819060
4	131204684
4	17222537
5	6580471
2	21174310
1	160823770
1	34652734
9	26275376
8	41738095
1	116728946
8	37197267
2	229964878
3	95343642
1	184826645
8	27631904
8	16786917
1	70482327
6	108806681
3	153087520
1	71805581
6	13384514
1	215944498
8	13099966
8	52967494
1	36954240
3	74329416
3	74271990
9	25934934
9	2558513
6	99651827
7	154730934
1	237933586
5	153488877
1	208154367
1	31800425
1	177187679
1	114358056
6	52900962
3	116993010
4	20240906
8	41664145
6	145265406
5	135149595
3	172341331
3	101244310
1	81097564
3	187878880
3	146496339
6	70859387
6	161502123
1	70544524
1	43131343
5	17193524
8	69112783
6	56426075
1	17885736
8	29393029
8	37147051
8	36312173
2	33439283
1	193952418
8	102073384
5	4912197
3	9049221
9	13682828
6	142693097
8	101470611
6	160151834
5	29500198
2	12688847
6	4101333
1	23211062
6	42309458
8	102996453
4	56276871
1	70056231
1	114177396
1	172217589
7	103750962
1	64542523
5	73123790
5	39853514
3	138629115
6	73560851
7	145127137
6	147936897
1	74475609
1	225230754
6	52398946
6	137568592
3	125092470
1	107536451
1	190319167
9	23542709
6	150091697
1	63790347
7	129554251
8	60668865
4	81858739
1	32245759
3	6984654
6	111940182
4	178111840
7	105736304
1	111804634
8	39751112
1	245409250
5	131952775
2	219715826
4	89204900
7	71724127
8	102900286
1	186187382
9	1358244
1	111215824
1	78173560
8	19132225
1	4304166
1	239792376
6	147179348
3	38334066
7	16691628
3	108041953
1	94539664
5	61602330
1	211669466
3	64144845
6	165966408
5	68557862
3	107988906
3	187284729
3	111962488
7	56215162
1	90482412
3	155180618
1	231937382
1	230382247
7	83900749
5	171847221
9	12526192
7	12764575
3	64057955
1	34379235
7	98627773
7	137614164
2	154422525
6	36956326
3	10170810
3	191738431
5	121396444
7	105675183
3	22941661
3	7440114
7	128391244
1	118996082
5	120661714
6	20236812
1	115067470
8	1136161
7	8354618
9	14389012
1	42788437
2	184322417
4	165872049
7	42722647
7	31544508
8	18973318
1	46754151
7	27876599
2	148592559
6	75897937
6	16572489
7	92295942
2	76867664
6	127589405
4	38876573
3	164383405
6	138804003
2	207480656
5	44395913
5	108012133
2	12291314
6	80346643
6	4030914
1	165047475
7	120496137
2	220322946
3	184858043
1	218470598
2	43772043
6	38253863
2	152608066
7	124822027
9	36790045
7	103690497
2	37635574
6	134352992
5	118723839
2	59867571
7	12629626
2	84281893
5	133795345
1	53902580
3	60290993
1	33689901
4	7595725
7	70555174
2	79245571
1	241866849
7	71788056
8	100462554
4	178452968
5	137406489
5	132537173
7	149724119
2	170584447
7	36763395
3	60738177
6	106146349
1	156548587
1	30445606
2	117091065
2	150002026
5	173584112
2	219519404
3	132724817
7	154615255
4	30667706
8	21820591
2	219446317
2	47536756
2	211242201
3	23727375
8	100614013
8	69601620
5	150612483
